Age,SupportCallsLastYear,AverageBill,ChurnIndicator
10,9,44,0.075
10,0,62,0.009
30,6,110,0.027
49,0,15,0.05
61,1,35,0.038
23,5,91,0.023
65,0,106,0.008
45,0,37,0.027
25,5,55,0.04
35,0,107,0.002
51,0,16,0.013
7,4,50,0.061
75,3,101,0.025
50,2,39,0.031
65,4,46,0.057
51,0,108,0.001
36,2,21,0.046
5,2,14,0.006
78,0,49,0.002
60,1,18,0.034
72,0,23,0.006
45,0,86,0.008
71,3,83,0.024
60,1,104,0.018
74,1,26,0.003
29,0,18,0.036
70,4,46,0.078
74,1,40,0.013
47,3,35,0.037
24,3,37,0.023
49,0,48,0.005
9,0,108,0.005
75,3,58,0.02
30,0,38,0.011
26,6,51,0.068
56,1,75,0.033
78,0,58,0.009
39,1,91,0.007
39,2,78,0.015
10,5,94,0.023
24,4,68,0.049
25,0,38,0.002
41,2,104,0.013
27,0,23,0.015
62,1,92,0.012
31,0,97,0.003
26,0,27,0.006
70,2,56,0.002
37,2,54,0.018
10,0,25,0.001
14,1,108,0.011
16,5,60,0.029
10,1,94,0.006
49,0,36,0.031
40,0,32,0.014
74,0,70,0.011
22,2,94,0.013
49,0,45,0.004
24,0,12,0.005
22,1,31,0.035
57,0,63,0.008
63,2,34,0.002
73,0,36,0.008
42,4,40,0.014
38,0,70,0.001
36,0,27,0.007
65,7,45,0.028
40,7,94,0.019
38,2,13,0.115
35,1,72,0.003
80,0,72,0.001
30,0,22,0.008
40,0,37,0.01
28,0,22,0.027
3,1,47,0.016
35,0,20,0.056
31,10,65,0.043
66,0,85,0.001
36,0,23,0.001
28,5,97,0.018
2,0,48,0.008
67,8,106,0.011
71,1,34,0.013
28,0,18,0.038
4,6,46,0.024
42,4,11,0.151
65,1,43,0.027
53,1,82,0.025
12,2,61,0.026
11,2,42,0.087
3,0,89,0.004
38,0,24,0.024
55,1,101,0.006
37,1,100,0.002
23,4,100,0.028
62,5,41,0.096
26,8,49,0.07
7,2,70,0.001
10,0,88,0.006
34,0,23,0.006
57,1,68,0.006
13,0,105,0.001
36,1,93,0.007
56,0,25,0.001
18,9,77,0.008
19,1,83,0.008
64,0,94,0.013
75,0,18,0.035
73,0,44,0.017
62,2,86,0.022
42,0,12,0.056
20,9,63,0.036
29,0,13,0.048
66,4,97,0.01
54,1,75,0.006
66,0,103,0.005
1,0,54,0.002
33,7,64,0.09
68,0,43,0.008
65,5,75,0.023
32,1,54,0.034
59,6,105,0.037
26,1,96,0.002
15,3,106,0.005
9,4,56,0.037
16,0,88,0.001
59,2,99,0.009
75,1,43,0.049
54,2,109,0.006
57,1,40,0.011
47,2,71,0.02
3,0,82,0.01
15,0,83,0.001
40,1,96,0.026
53,0,101,0.004
75,0,90,0.01
61,1,30,0.048
46,1,78,0.008
62,7,34,0.134
1,1,93,0.027
74,2,80,0.028
64,7,40,0.181
61,4,37,0.061
40,0,95,0.007
9,1,39,0.052
31,1,40,0.016
75,0,99,0.01
38,0,19,0.026
1,0,49,0.019
16,0,48,0.005
39,5,97,0.002
69,0,78,0.001
13,0,102,0.001
3,1,94,0.021
80,0,62,0.007
17,1,53,0.008
40,0,60,0.005
68,4,81,0.06
8,0,66,0.007
12,0,22,0.019
4,1,35,0.013
50,0,53,0.004
62,0,21,0.003
43,0,85,0.005
11,4,86,0.05
54,2,57,0.008
33,0,32,0.008
30,0,98,0.001
28,0,83,0.012
44,0,58,0.006
19,0,21,0.019
17,0,27,0.035
26,0,19,0.018
50,4,59,0.053
67,1,18,0.032
3,1,80,0.025
6,0,12,0.079
29,0,18,0.006
36,1,54,0.008
54,2,77,0.04
34,4,42,0.004
15,3,48,0.093
38,5,96,0.008
67,2,38,0.053
16,0,98,0.005
58,3,22,0.032
69,1,39,0.023
1,3,81,0.026
4,5,62,0.024
19,10,83,0.09
56,3,90,0.051
46,0,26,0.003
68,3,95,0.034
12,9,98,0.097
67,3,21,0.152
69,2,29,0.058
75,0,105,0.005
76,3,60,0.036
45,0,27,0.011
2,0,10,0.037
66,7,60,0.012
56,0,35,0.005
1,0,64,0.006
52,0,96,0.004
73,2,97,0.029
77,7,77,0.074
15,8,77,0.01
67,0,30,0.005
67,0,31,0.009
78,7,17,0.451
30,0,68,0.003
22,0,108,0.003
79,1,14,0.035
46,0,24,0.017
22,0,80,0.012
28,4,38,0.028
56,5,105,0.03
65,5,60,0.023
49,1,25,0.057
52,3,74,0.036
7,8,19,0.047
62,8,11,0.161
73,1,107,0.002
54,2,25,0.094
43,0,106,0.004
19,0,86,0.004
41,0,95,0.003
74,1,17,0
4,3,80,0.034
34,1,92,0.009
50,0,25,0.01
59,3,32,0.056
27,0,86,0.008
17,2,21,0.083
65,2,80,0.04
49,5,11,0.3
80,2,94,0.024
31,0,33,0.038
15,0,97,0.001
54,0,76,0.001
63,0,74,0.01
66,0,97,0.006
48,5,46,0.02
80,2,40,0.06
65,1,56,0.002
62,2,91,0.003
52,0,109,0.005
68,0,57,0.017
34,4,102,0.064
19,1,104,0.001
75,0,58,0.002
45,7,35,0.218
30,1,86,0.008
40,4,34,0.045
39,0,55,0.007
54,0,106,0.009
0,3,37,0.011
34,0,91,0.001
66,1,11,0.126
14,1,89,0.003
73,1,78,0.005
44,9,69,0.098
20,0,22,0.012
43,9,16,0.092
23,0,42,0.024
72,7,87,0.06
47,8,94,0.025
40,1,49,0.026
18,7,67,0.075
69,4,92,0.036
47,0,54,0.003
5,0,25,0.032
25,1,40,0.043
46,9,29,0.285
77,1,49,0.012
6,0,68,0.003
37,1,38,0.065
19,0,94,0.005
61,6,70,0.088
62,0,106,0.006
77,8,93,0.02
66,0,91,0.005
44,1,20,0.075
3,0,95,0.006
58,0,97,0.001
7,2,10,0.093
27,1,36,0.004
77,5,28,0.083
69,3,72,0.043
76,3,72,0.014
72,0,104,0.005
21,0,52,0.012
55,1,71,0.021
76,7,41,0.021
32,1,51,0.018
60,5,12,0.068
12,1,66,0.013
16,1,63,0.024
72,0,72,0.009
6,1,49,0.014
73,8,32,0.026
29,0,23,0.024
3,9,60,0.052
75,1,40,0.048
14,0,40,0.025
31,2,26,0.002
68,0,105,0.007
29,1,69,0.01
5,2,74,0.008
18,1,75,0.009
28,1,104,0.006
60,0,12,0.033
8,4,103,0.041
77,0,96,0.003
24,3,109,0.011
26,5,94,0.016
75,0,45,0.025
11,0,59,0.005
66,0,87,0.001
21,1,86,0.019
63,3,56,0.038
9,3,34,0.06
40,1,20,0.006
43,1,72,0.019
28,2,31,0.047
68,0,102,0.005
8,1,31,0.01
58,0,54,0.019
34,1,30,0.031
49,9,60,0.085
32,0,65,0.001
20,0,28,0.022
19,0,81,0.004
63,1,67,0.009
46,5,30,0.034
26,0,73,0.004
27,6,72,0.1
0,1,19,0.05
16,0,71,0.008
64,2,53,0.053
78,0,95,0.007
55,0,33,0.004
53,0,43,0.004
20,4,98,0.004
42,9,94,0.076
66,6,18,0.155
9,2,103,0.012
17,1,94,0.025
44,3,42,0.062
50,9,37,0.253
28,3,46,0.027
66,0,92,0
66,4,13,0.119
58,1,94,0.023
71,0,38,0.004
30,0,22,0.036
8,3,64,0.026
1,6,89,0.033
43,3,81,0.015
34,2,101,0.008
74,1,69,0.014
72,0,93,0.007
9,0,28,0.009
40,1,34,0.006
64,0,98,0.004
29,0,100,0.003
8,5,88,0.031
15,0,31,0.029
21,9,82,0.003
10,1,21,0.068
25,3,57,0.034
25,0,72,0.001
1,0,43,0.009
37,0,59,0.002
13,6,20,0.082
26,0,42,0.008
66,1,64,0.018
41,0,34,0.039
74,1,106,0.009
43,7,29,0.038
5,0,94,0.001
57,1,30,0.012
61,6,93,0.014
22,10,76,0.043
9,10,103,0.021
54,0,65,0.006
78,0,101,0.001
71,4,76,0.011
55,1,10,0.117
73,0,62,0.007
6,0,104,0.006
77,3,50,0.051
62,1,72,0.001
43,2,81,0.017
65,10,36,0.03
30,1,78,0
18,0,96,0.001
25,1,54,0.004
40,3,35,0.034
23,1,109,0.003
6,4,82,0.018
28,3,57,0.095
30,4,73,0.029
54,2,30,0.046
59,1,83,0.014
2,2,11,0.092
8,6,43,0.097
65,0,47,0.006
17,4,98,0.04
14,8,46,0.119
44,0,45,0.008
63,0,12,0.05
30,1,36,0.05
54,2,97,0.007
8,0,36,0.024
27,9,62,0.036
15,0,84,0.005
25,3,57,0.012
4,0,51,0.015
79,10,68,0.048
33,0,13,0.033
20,5,24,0.081
72,0,36,0.001
8,2,32,0.007
31,7,47,0.01
62,0,54,0.006
39,1,12,0.032
15,4,28,0.068
64,0,37,0.003
41,0,94,0.006
36,3,42,0.046
49,4,19,0.085
76,5,103,0.002
71,1,51,0.011
1,8,80,0.018
16,0,52,0.016
50,1,74,0.019
40,0,32,0.033
39,0,20,0.032
20,2,48,0.024
69,0,13,0.014
3,3,97,0.025
62,0,93,0.002
3,0,48,0.004
57,1,101,0.005
25,1,67,0.013
4,2,35,0.082
15,0,30,0.022
66,0,65,0.005
77,1,86,0.01
62,4,48,0.07
2,1,44,0.002
18,1,43,0.008
12,9,53,0.176
22,0,103,0.006
57,0,48,0.003
66,0,15,0.011
1,0,57,0.009
48,0,38,0.01
72,1,100,0.006
59,0,28,0.001
40,0,43,0.004
51,0,56,0.011
73,0,77,0.001
57,1,64,0.003
49,0,54,0.002
2,4,55,0.118
16,10,101,0.069
27,0,102,0.008
31,0,94,0.008
38,0,90,0.001
71,0,25,0.011
0,0,81,0.008
66,2,105,0.004
24,1,58,0.017
15,2,106,0.005
71,2,104,0.003
66,0,15,0.028
51,1,80,0.014
5,1,57,0.016
46,0,78,0.005
10,0,33,0.012
58,0,18,0.008
9,2,21,0.056
5,0,34,0.008
76,1,69,0.013
16,5,88,0.003
24,9,92,0.036
45,1,63,0.021
32,1,105,0.004
18,2,11,0.253
46,0,98,0.004
35,1,51,0.015
33,1,26,0.056
27,1,49,0.054
34,0,59,0.001
17,0,25,0.006
54,0,71,0.003
77,0,99,0
51,4,23,0.097
77,0,102,0.005
64,6,77,0.002
34,0,56,0.008
76,0,50,0.005
70,4,30,0.014
18,0,17,0.028
29,2,21,0.078
69,0,91,0.005
44,6,44,0.051
20,0,55,0.002
41,4,74,0.093
3,0,72,0.008
38,1,104,0.008
31,1,19,0.054
21,0,79,0.008
38,1,25,0.031
24,3,99,0
56,3,45,0.05
16,6,107,0.013
19,5,29,0.013
66,0,67,0.006
38,1,71,0.002
67,1,77,0.018
47,0,28,0.002
22,0,96,0.008
71,1,41,0.023
79,0,79,0.008
13,0,14,0.019
79,2,44,0.05
34,0,109,0.009
49,2,55,0.002
44,10,55,0.131
67,1,57,0.004
28,5,28,0.067
3,2,36,0.025
76,1,106,0.01
22,0,99,0.003
76,0,30,0.017
2,2,64,0.009
15,1,100,0.001
73,1,28,0.074
61,0,15,0.018
43,1,52,0.002
31,1,64,0.011
79,0,48,0.001
17,4,75,0.026
47,0,109,0.004
40,9,95,0.018
5,1,35,0.026
9,0,58,0
70,3,15,0.038
6,1,45,0.028
25,8,23,0.071
8,0,39,0.008
64,1,67,0.014
11,1,39,0.025
25,1,27,0.025
28,3,18,0.145
42,7,90,0.026
26,2,59,0.034
7,2,92,0.031
69,0,77,0.005
48,1,78,0.015
30,0,81,0.007
1,0,21,0.015
39,1,32,0.047
27,0,82,0.003
14,0,109,0.008
72,1,46,0.024
8,2,11,0.14
24,4,37,0.086
32,1,109,0.004
74,8,73,0.058
39,1,110,0.004
50,1,56,0.002
61,0,89,0.006
68,3,89,0.056
37,0,59,0.007
64,1,104,0.002
26,0,93,0
76,5,28,0.058
79,5,44,0.033
55,0,77,0.002
8,2,53,0.007
22,6,72,0.092
48,4,46,0.08
72,0,92,0.005
38,0,60,0.013
70,0,95,0
67,0,102,0
17,0,17,0.023
1,0,103,0.001
47,0,110,0
64,0,94,0.001
7,1,92,0.006
39,1,80,0.008
64,4,18,0.187
22,1,52,0.039
74,0,108,0.007
70,0,50,0.012
22,4,27,0.055
38,1,107,0.014
3,0,65,0.009
6,0,108,0.003
31,1,24,0.034
5,0,43,0.011
15,0,108,0.001
42,0,58,0.005
67,4,39,0.036
79,7,30,0.001
44,4,59,0.053
42,0,16,0.033
54,1,59,0.022
76,0,21,0.027
38,1,84,0.003
50,0,21,0.003
73,1,14,0.011
71,0,24,0.006
69,1,17,0.022
47,1,68,0.015
26,0,91,0.001
41,0,109,0
14,0,94,0.002
18,4,51,0.053
13,2,45,0.056
23,3,97,0.011
76,1,75,0.009
23,6,91,0.034
49,4,36,0.077
31,0,73,0.008
57,0,80,0.004
9,0,24,0.008
65,5,52,0.015
58,1,57,0.006
8,2,97,0.02
52,4,72,0.01
65,2,71,0.006
24,1,91,0.006
45,6,14,0.095
36,2,93,0.004
68,0,77,0.018
57,0,26,0.039
17,1,87,0.003
52,2,33,0.083
22,1,63,0.009
29,2,82,0.024
48,3,43,0.078
61,0,13,0.007
50,0,80,0.002
29,0,25,0.024
62,0,47,0.004
54,2,14,0.209
75,0,86,0.013
53,6,24,0.286
37,1,22,0.042
4,0,75,0.011
59,3,35,0.006
18,1,43,0
28,0,93,0.011
20,1,54,0.018
45,0,17,0.017
59,2,105,0.016
43,0,81,0.006
24,2,73,0.024
45,0,62,0.005
45,5,43,0.023
78,2,14,0.133
54,1,90,0.008
10,3,81,0.014
78,0,74,0.006
52,1,57,0.011
33,4,43,0.028
36,0,79,0.003
39,0,86,0.002
67,0,43,0.017
8,7,50,0.047
70,8,34,0.12
52,1,87,0.004
3,0,45,0.008
2,1,51,0.026
80,4,95,0.032
80,0,28,0.005
73,1,29,0.045
79,1,18,0.02
1,8,26,0.238
3,6,29,0.034
14,4,62,0.107
44,0,69,0.003
38,0,71,0.004
20,1,28,0.025
7,1,20,0.013
47,3,77,0.031
22,0,108,0.003
34,3,11,0.062
33,4,74,0.02
34,2,78,0.036
41,0,99,0.003
23,6,109,0.02
54,0,64,0.003
29,6,21,0.297
73,8,69,0.086
61,0,84,0.008
3,0,16,0.073
16,1,24,0.108
71,5,81,0.048
77,10,32,0.115
31,1,91,0.019
35,1,71,0.002
15,2,27,0.048
26,8,83,0.026
16,1,66,0.002
5,0,83,0.003
47,0,64,0.005
66,3,54,0.051
37,0,103,0.007
4,1,68,0.009
69,0,42,0.014
78,1,51,0.006
43,1,89,0
67,3,20,0.016
4,2,107,0.019
22,1,14,0.068
27,4,70,0.044
62,0,110,0.002
43,1,106,0.007
23,6,73,0.019
57,0,72,0.011
72,0,57,0.015
55,4,17,0.176
73,1,55,0.018
45,4,53,0.041
46,0,87,0.002
59,4,21,0.067
38,0,27,0.037
65,0,88,0.002
42,0,25,0.018
3,0,37,0.008
70,0,90,0.006
11,1,11,0.077
65,6,87,0.072
78,2,54,0.01
37,2,34,0.028
10,0,14,0.031
44,4,41,0.071
2,0,99,0.004
2,3,16,0.108
63,4,88,0.001
46,0,82,0.002
36,0,12,0.049
42,1,65,0.013
34,0,35,0.023
65,1,56,0.011
6,0,90,0.007
75,0,98,0.002
22,2,102,0.012
11,2,42,0.009
50,0,44,0.005
57,3,20,0.028
33,0,50,0.007
70,3,36,0.097
39,0,104,0.009
55,0,51,0.022
66,2,109,0.021
44,0,79,0.006
33,0,50,0.012
76,0,34,0.016
14,0,60,0.005
69,2,77,0.005
46,1,47,0.027
13,2,56,0.007
64,0,108,0.01
52,5,80,0.043
21,5,43,0.084
11,0,96,0.007
52,0,22,0.026
43,5,11,0.074
73,3,45,0.001
41,2,41,0.046
4,0,62,0.001
35,2,73,0.008
11,2,12,0.024
38,0,59,0.017
50,2,32,0.087
34,2,24,0.036
78,9,71,0.018
61,0,97,0.006
67,7,50,0.146
20,0,57,0.002
46,3,73,0.017
29,0,69,0.005
69,3,39,0.068
64,0,54,0.013
72,1,74,0.001
1,1,47,0.043
2,1,45,0.024
60,0,47,0.008
25,2,11,0.306
65,0,100,0.006
14,1,80,0.023
12,0,31,0.001
79,0,10,0.048
68,1,78,0.005
73,4,68,0.018
21,7,41,0.133
21,4,48,0.041
62,2,55,0.026
10,4,69,0.025
69,1,10,0.004
34,0,40,0.023
22,0,94,0.002
47,3,104,0.004
51,1,27,0.04
72,2,54,0.016
75,7,70,0.056
50,1,76,0.015
70,1,72,0.011
57,1,61,0.022
13,1,97,0
34,0,106,0.002
51,5,77,0.094
44,3,22,0.053
30,1,101,0.012
31,0,57,0.007
17,4,52,0.005
36,0,66,0.009
52,0,100,0.014
24,3,69,0.048
61,6,47,0.063
40,0,41,0.004
3,1,73,0.001
79,0,19,0.012
55,1,77,0.008
14,2,56,0.008
42,0,32,0.021
61,3,49,0.038
76,0,104,0.002
42,0,77,0.008
15,0,73,0.002
29,9,16,0.229
74,1,67,0.023
46,3,88,0.035
64,7,13,0.462
21,1,96,0.016
18,1,100,0.027
70,1,73,0.006
35,1,94,0.002
54,2,21,0.098
59,0,31,0.044
1,7,81,0.013
34,0,55,0.02
32,0,91,0.01
46,1,16,0.128
43,0,81,0.007
9,7,53,0.086
16,1,26,0.006
27,10,20,0.248
69,0,21,0.031
59,1,107,0.001
8,0,39,0.023
64,0,58,0.008
42,1,16,0.125
8,1,75,0.001
59,1,85,0.007
56,0,75,0
78,4,20,0.006
28,1,94,0.011
71,0,20,0.013
27,1,79,0.004
27,2,80,0.02
57,8,62,0.098
71,2,46,0.031
58,4,98,0.061
77,0,105,0.007
24,8,85,0.055
15,8,99,0.029
28,0,46,0.001
70,0,48,0.004
39,5,27,0.031
23,1,67,0.008
64,3,47,0.012
50,0,49,0.012
34,5,53,0.036
71,0,57,0.007
29,6,65,0.059
0,3,12,0.14
21,0,61,0.01
54,1,43,0.01
13,2,107,0.008
36,1,103,0.001
62,0,11,0.049
59,1,13,0.035
42,8,14,0.192
2,1,26,0.019
19,5,12,0.185
22,6,90,0.004
9,4,37,0.064
46,2,55,0.022
65,0,99,0
55,0,98,0.01
5,1,80,0.007
72,0,24,0.011
68,1,108,0.002
11,3,21,0.081
7,0,77,0.001
42,6,79,0.047
33,1,51,0.04
67,9,74,0.165
33,7,104,0.059
38,0,97,0.001
68,1,46,0.018
79,0,11,0.01
76,0,40,0.016
9,0,41,0.005
10,0,58,0.004
29,0,51,0.014
2,1,29,0.019
63,8,20,0.236
46,1,40,0
12,1,33,0.007
63,0,94,0.001
14,1,106,0.005
38,0,94,0.011
54,8,93,0.099
20,2,73,0.019
75,0,58,0.009
19,0,82,0.001
56,9,31,0.128
37,1,34,0.017
58,1,103,0.003
3,0,66,0.004
73,0,70,0.005
54,2,78,0.002
27,1,14,0.033
50,1,84,0.011
34,1,46,0.009
12,0,25,0.006
42,3,98,0.019
63,1,108,0.001
11,8,18,0.328
68,2,85,0.019
11,5,35,0.082
7,2,102,0
20,0,89,0.003
22,1,75,0.01
29,1,92,0.02
60,0,98,0.001
48,1,59,0.004
61,0,44,0.003
11,1,41,0.012
16,1,89,0.007
27,1,31,0.01
5,9,49,0.052
3,1,108,0
5,0,82,0.006
20,2,35,0.013
32,0,15,0.008
66,0,30,0.004
54,10,72,0.104
70,0,84,0.011
1,1,79,0.015
20,0,85,0.004
36,0,105,0.004
35,2,29,0.006
31,0,28,0.005
51,1,34,0.02
15,0,38,0.02
49,0,78,0.005
39,0,69,0.006
30,0,13,0.029
73,2,35,0.014
45,0,96,0
45,4,55,0.019
13,0,92,0.001
71,0,56,0.017
8,10,16,0.163
43,1,73,0.014
16,0,89,0.015
56,0,57,0.001
32,7,79,0.048
60,1,30,0.039
44,1,29,0.038
30,0,14,0.03
5,5,83,0.083
62,1,93,0.024
20,6,70,0.042
75,3,41,0.086
68,8,75,0.062
50,1,24,0.032
9,1,12,0.077
53,2,107,0.019
52,0,41,0.016
45,5,68,0.08
49,1,103,0.003
62,1,52,0.02
31,1,65,0.018
62,1,34,0.016
20,0,65,0.014
79,0,93,0.001
40,4,11,0.054
15,0,35,0.001
66,0,38,0.001
71,0,96,0.003
32,1,56,0.007
69,0,69,0.003
18,4,94,0.047
26,0,63,0.003
79,5,49,0.105
53,0,46,0.001
16,2,78,0.01
79,5,46,0.137
29,1,69,0.005
17,4,56,0.008
52,7,107,0.074
20,0,103,0.003
61,0,73,0.006
1,5,47,0.045
14,6,66,0.017
50,5,51,0.002
65,0,19,0.032
7,1,80,0.014
28,0,95,0.007
4,0,78,0.004
26,0,11,0.025
50,0,41,0.01
36,0,49,0
54,1,48,0.041
38,1,103,0.003
56,0,17,0.02
56,0,106,0.003
20,4,71,0.029
60,0,15,0.017
79,4,46,0.028
5,2,85,0.014
72,0,98,0.003
17,0,64,0.009
50,1,83,0.008
54,0,72,0.002
64,0,81,0.001
78,4,106,0.008
5,8,88,0.008
19,0,11,0.074
69,9,81,0.034
70,0,77,0.007
6,1,97,0.003
68,0,48,0.011
71,1,96,0.014
9,6,17,0.107
35,1,34,0.022
0,0,72,0.005
44,0,77,0.007
35,4,36,0.072
0,5,54,0.022
52,4,102,0.019
39,2,37,0.036
55,0,60,0.01
72,0,31,0.018
57,5,48,0.001
37,3,43,0.023
37,2,72,0.015
25,0,70,0.004
67,0,30,0.018
66,0,93,0.001
0,0,64,0.014
48,0,60,0
14,0,51,0.011
64,0,45,0.005
39,5,102,0.005
51,0,94,0.001
52,4,19,0.046
4,1,88,0.005
45,7,83,0.064
76,0,25,0.029
11,3,21,0.017
7,0,57,0.012
46,1,89,0.01
78,0,58,0.008
52,4,83,0.049
19,5,68,0.027
0,2,18,0.147
23,1,38,0.026
10,0,33,0
8,2,50,0.018
5,6,66,0.023
8,0,89,0
25,9,83,0.117
5,2,71,0.025
9,0,85,0.005
48,1,54,0.016
13,0,73,0.008
35,1,63,0.006
29,0,109,0.002
47,2,39,0.008
18,1,56,0.027
21,1,20,0.038
59,1,46,0.023
78,0,10,0.077
60,2,103,0.008
8,0,23,0.021
79,2,50,0.021
65,0,97,0.007
59,2,102,0.026
17,0,108,0.001
28,2,31,0.035
80,1,69,0.015
25,1,62,0.002
4,6,43,0.068
65,6,38,0.18
58,2,109,0.021
77,0,105,0.003
37,1,53,0.007
66,5,80,0.002
13,0,33,0.002
71,2,14,0.023
19,4,57,0.019
7,0,96,0.008
34,0,58,0.012
40,3,84,0.023
14,1,88,0
46,0,25,0.009
77,2,56,0.034
19,8,30,0.027
9,1,76,0.002
46,0,79,0.002
57,0,103,0.01
64,0,57,0.004
13,9,71,0.017
76,2,87,0.026
1,0,21,0.012
17,2,38,0.017
2,9,51,0.093
78,0,21,0.012
28,1,76,0.004
73,0,31,0.032
33,0,38,0.003
40,2,79,0.012
6,0,15,0.069
63,0,34,0.028
69,3,108,0.037
43,6,107,0.045
44,0,101,0.008
47,1,101,0.005
41,1,87,0.02
68,0,35,0.002
76,10,110,0.018
27,0,41,0.007
66,0,60,0.011
40,0,45,0.002
46,0,40,0.007
74,0,79,0.001
5,3,70,0.018
76,8,44,0.082
28,0,15,0.021
53,0,15,0.016
9,1,63,0.01
76,10,85,0.057
62,1,104,0.012
65,0,51,0.011
26,0,109,0.002
6,1,106,0.015
38,7,37,0.034
14,0,109,0.003
15,0,58,0.001
16,0,55,0.007
50,0,69,0.002
66,0,105,0.003
18,1,86,0.017
37,3,54,0.014
39,8,78,0.028
78,0,23,0.047
60,0,53,0.016
44,4,41,0.085
16,0,92,0.006
67,1,103,0.013
39,0,60,0.001
47,0,101,0.001
32,0,52,0.005
53,4,16,0.198
69,3,77,0.034
15,6,26,0.178
57,0,11,0.048
0,1,55,0.004
42,1,27,0.006
12,1,105,0.025
25,3,63,0.064
72,0,48,0.014
75,2,14,0.029
54,0,33,0.006
31,0,44,0.006
80,4,28,0.08
17,0,30,0.023
6,1,56,0.035
75,0,101,0.009
6,0,34,0.004
28,0,102,0.003
33,0,88,0.004
47,0,42,0.014
29,0,89,0.012
12,4,22,0.044
16,0,106,0.005
64,0,23,0.019
1,2,108,0.036
55,0,56,0.003
60,1,67,0.003
17,8,64,0.085
2,7,105,0
34,0,40,0.01
35,1,72,0.022
43,1,21,0.06
35,0,54,0
57,2,96,0.001
64,0,88,0.014
24,1,40,0.018
5,3,61,0.006
39,1,95,0.001
58,1,44,0.047
67,0,52,0.023
51,0,85,0.001
21,8,91,0.088
46,0,80,0.004
69,1,94,0.004
47,4,80,0.058
32,1,63,0.031
10,5,78,0.004
72,1,15,0.057
48,1,68,0.005
4,0,80,0.008
25,4,100,0.005
80,0,50,0.013
47,0,49,0.001
46,1,43,0.006
43,0,33,0.02
26,0,38,0.025
4,0,10,0.034
33,0,26,0.029
38,1,38,0.048
66,1,95,0.012
18,2,95,0.009
61,0,14,0.006
12,5,108,0.016
80,0,67,0.005
51,3,60,0.007
53,3,83,0.023
56,0,51,0.012
39,0,82,0.003
47,3,39,0.065
10,0,15,0.068
73,1,65,0.007
43,8,60,0.099
4,1,21,0.008
36,8,97,0.02
35,4,110,0.019
55,5,56,0.012
44,1,88,0.004
25,1,27,0.032
76,10,43,0.277
58,3,21,0.089
54,3,84,0.021
49,10,58,0.06
14,3,21,0.239
57,1,43,0.005
63,0,76,0.003
26,0,81,0.003
2,2,39,0.03
3,2,44,0.055
34,2,37,0.081
76,0,18,0.033
11,5,12,0.014
36,0,63,0.002
39,4,89,0.027
34,6,35,0.073
23,0,91,0.007
12,0,58,0.008
73,7,38,0.116
33,0,29,0.002
28,0,75,0.003
38,1,35,0.014
9,8,26,0.021
49,2,56,0.026
35,0,36,0.016
36,3,65,0.004
22,1,85,0.007
79,0,83,0.002
54,1,95,0.018
39,0,108,0.007
47,0,73,0.008
69,0,88,0.002
6,7,51,0.02
3,8,93,0.074
52,1,14,0.02
66,4,34,0.027
10,0,95,0.003
79,0,61,0.011
8,4,81,0.003
65,0,43,0.005
69,2,101,0.013
17,4,85,0.04
63,0,40,0.01
64,3,29,0.05
11,0,100,0
2,0,56,0.008
69,2,40,0.017
31,2,62,0
60,0,73,0.014
50,0,40,0.032
50,1,14,0.134
19,0,79,0.004
39,0,75,0.007
65,1,82,0
58,3,96,0.001
6,0,92,0.001
28,0,71,0.009
51,1,62,0
67,0,12,0.056
38,0,103,0.001
68,1,41,0.029
25,0,109,0
30,2,91,0.001
7,9,35,0.075
4,2,53,0.062
78,0,19,0.022
75,0,41,0.011
25,1,107,0.003
17,5,16,0.065
27,1,51,0.015
19,5,54,0.063
30,1,61,0.001
48,1,101,0.001
61,0,85,0.004
80,2,26,0.063
40,1,77,0.014
80,4,12,0.121
0,4,88,0.036
58,0,55,0.017
39,0,99,0.004
30,1,62,0.001
12,3,76,0.045
36,0,50,0.001
38,0,88,0.006
48,6,13,0.158
36,0,29,0.031
74,1,109,0.01
44,2,98,0.026
60,1,68,0.02
14,0,30,0.001
45,7,70,0.022
73,2,47,0.01
59,0,56,0.003
70,1,69,0.039
64,3,58,0.004
49,0,60,0
5,0,78,0.002
0,1,37,0.037
59,2,11,0.202
51,4,108,0.033
43,0,90,0.011
78,2,23,0.082
51,0,35,0.018
2,0,67,0.004
65,0,86,0.011
12,4,86,0.036
27,7,15,0.048
67,0,63,0.017
23,1,82,0.012
56,0,98,0.005
78,4,106,0.008
13,0,66,0.005
77,1,29,0.044
17,1,18,0.027
28,9,71,0.026
24,2,18,0.127
65,0,80,0.006
17,0,38,0.024
54,9,15,0.859
19,4,98,0.004
25,0,41,0.016
39,1,27,0.024
58,1,84,0.01
70,1,77,0.012
49,0,82,0.006
71,0,72,0.009
13,8,35,0.152
33,8,10,0.225
32,1,35,0.003
60,5,62,0.008
39,0,81,0.006
15,5,106,0.035
55,2,23,0.064
56,4,41,0.023
62,1,20,0.05
69,2,86,0.017
27,2,90,0.002
11,1,84,0.002
18,4,52,0.101
50,0,76,0.009
79,2,78,0.013
47,0,72,0.013
1,5,33,0.209
0,0,60,0.004
8,0,80,0.003
49,2,53,0.002
26,2,65,0.038
54,6,46,0.033
9,3,27,0.099
